fold,backbone,feature,dr,k,clf,accuracy,macro_f1
3,efficientnet_b0,EplusT,rp,128,logreg,0.984822934232715,0.9743528360550159
3,efficientnet_b0,EplusT,rp,128,knn,0.9797639123102867,0.9690139355456345
3,mobilenet_v3_small,EplusT,pca,1,linearsvc,0.0193929173693086,0.004128227516043257
3,mobilenet_v3_small,EplusT,pca,1,logreg,0.023608768971332208,0.020210852580255564
3,mobilenet_v3_small,EplusT,pca,1,knn,0.005902192242833052,8.708973638587225e-05
3,mobilenet_v3_small,EplusT,pca,8,linearsvc,0.7537942664418212,0.701120906525302
3,mobilenet_v3_small,EplusT,pca,8,logreg,0.8608768971332209,0.8320317460190346
3,mobilenet_v3_small,EplusT,pca,8,knn,0.8465430016863407,0.8097044432458116
3,mobilenet_v3_small,EplusT,pca,32,linearsvc,0.9831365935919055,0.9757551633435372
3,mobilenet_v3_small,EplusT,pca,32,logreg,0.9865092748735245,0.97957752738493
3,mobilenet_v3_small,EplusT,pca,32,knn,0.9730185497470489,0.9536043598823739
3,mobilenet_v3_small,EplusT,pca,16,linearsvc,0.9367622259696459,0.9122044237037189
3,mobilenet_v3_small,EplusT,pca,16,logreg,0.9603709949409781,0.9475926179639919
3,mobilenet_v3_small,EplusT,pca,16,knn,0.9468802698145026,0.9165038963213724
3,mobilenet_v3_small,EplusT,pca,64,linearsvc,0.9898819561551433,0.9773151404094983
3,mobilenet_v3_small,EplusT,pca,64,logreg,0.9924114671163575,0.9936181956068976
3,mobilenet_v3_small,EplusT,pca,64,knn,0.9806070826306914,0.9620163001341391
3,mobilenet_v3_small,EplusT,pca,128,linearsvc,0.9907251264755481,0.9928237741572384
3,mobilenet_v3_small,EplusT,pca,128,logreg,0.9949409780775716,0.9965898508173587
3,mobilenet_v3_small,EplusT,pca,128,knn,0.9839797639123102,0.9677308196426998
3,mobilenet_v3_small,EplusT,lda,1,linearsvc,0.01517706576728499,0.0030208628400686917
3,mobilenet_v3_small,EplusT,lda,1,logreg,0.07504215851602024,0.042424795598834546
3,mobilenet_v3_small,EplusT,lda,1,knn,0.011804384485666104,0.00018399370472393462
3,mobilenet_v3_small,EplusT,lda,8,linearsvc,0.8465430016863407,0.8048634802586566
3,mobilenet_v3_small,EplusT,lda,8,logreg,0.9502529510961214,0.9261121521498539
3,mobilenet_v3_small,EplusT,lda,8,knn,0.9401349072512648,0.9090182861526069
3,mobilenet_v3_small,EplusT,lda,16,linearsvc,0.9645868465430016,0.9527299109033434
3,mobilenet_v3_small,EplusT,lda,16,logreg,0.9865092748735245,0.9835376687988627
3,mobilenet_v3_small,EplusT,lda,16,knn,0.9780775716694773,0.9619356775091561
3,mobilenet_v3_small,EplusT,lda,32,linearsvc,0.9814502529510961,0.9672651398557387
3,mobilenet_v3_small,EplusT,lda,32,logreg,0.9898819561551433,0.9865183013503906
3,mobilenet_v3_small,EplusT,lda,32,knn,0.9881956155143339,0.9823975361288794
3,mobilenet_v3_small,EplusT,lda,64,linearsvc,0.9907251264755481,0.9893308576733557
3,mobilenet_v3_small,EplusT,lda,64,logreg,0.9924114671163575,0.9951741900311744
3,mobilenet_v3_small,EplusT,lda,64,knn,0.9915682967959528,0.9870671014905337
3,mobilenet_v3_small,EplusT,lda,128,linearsvc,0.9932546374367622,0.9921561459452499
3,mobilenet_v3_small,EplusT,lda,128,logreg,0.9949409780775716,0.9970914262536645
3,mobilenet_v3_small,EplusT,lda,128,knn,0.9924114671163575,0.9909650465620614
3,mobilenet_v3_small,EplusT,pca,256,linearsvc,0.9915682967959528,0.9892018952121305
3,mobilenet_v3_small,EplusT,pca,256,logreg,0.9957841483979764,0.9975491112915446
3,mobilenet_v3_small,EplusT,pca,256,knn,0.9822934232715008,0.9652554513859443
3,mobilenet_v3_small,EplusT,rp,1,linearsvc,0.02023608768971332,0.005545725264220402
3,mobilenet_v3_small,EplusT,rp,1,logreg,0.026138279932546374,0.019670168467301227
3,mobilenet_v3_small,EplusT,rp,1,knn,0.008431703204047217,6.239704487595467e-05
3,mobilenet_v3_small,EplusT,rp,8,linearsvc,0.5025295109612141,0.4403303918134991
3,mobilenet_v3_small,EplusT,rp,8,logreg,0.5784148397976391,0.5407819185625202
3,mobilenet_v3_small,EplusT,rp,8,knn,0.5902192242833052,0.5236701395448454
3,mobilenet_v3_small,EplusT,rp,16,linearsvc,0.8600337268128162,0.8432426787709308
3,mobilenet_v3_small,EplusT,rp,16,logreg,0.9131534569983136,0.8891033167840791
3,mobilenet_v3_small,EplusT,rp,16,knn,0.9173693086003373,0.8969257745215978
3,mobilenet_v3_small,EplusT,rp,32,linearsvc,0.9561551433389545,0.9389762509147889
3,mobilenet_v3_small,EplusT,rp,32,logreg,0.9797639123102867,0.9667819375540829
3,mobilenet_v3_small,EplusT,rp,32,knn,0.9713322091062394,0.9582891751543848
3,mobilenet_v3_small,EplusT,rp,64,linearsvc,0.9831365935919055,0.9654819926439768
3,mobilenet_v3_small,EplusT,rp,64,logreg,0.9873524451939292,0.9797335434923808
3,mobilenet_v3_small,EplusT,rp,64,knn,0.9780775716694773,0.9656210581832086
3,mobilenet_v3_small,EplusT,rp,128,linearsvc,0.9890387858347386,0.9867032602990969
3,mobilenet_v3_small,EplusT,rp,128,logreg,0.9907251264755481,0.9917130722118939
3,mobilenet_v3_small,EplusT,rp,128,knn,0.9831365935919055,0.9725315752128284
3,mobilenet_v3_small,EplusT,lda,267,linearsvc,0.9949409780775716,0.992968630238165
3,mobilenet_v3_small,EplusT,lda,267,logreg,0.9966273187183811,0.9979231807936582
3,mobilenet_v3_small,EplusT,lda,267,knn,0.9957841483979764,0.9970732637123979
